video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7444471595550248247,2024-12-04T03:32:05,15,ID,1355,186,2,19200,Stres bljr #apt ,False,,balb444l,balbalabu,265,26,7254,18,47,False,amerisya usyara,"MRQ2+8J6, Jl. Melati 1, RT.1/RW.3, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450, Indonesia",Jakarta
7444471595550248247,2024-12-04T03:32:05,15,ID,1364,187,2,19300,Stres bljr #apt ,False,,balb444l,balbalabu,265,26,7265,18,47,False,amerisya usyara,"MRQ2+8J6, Jl. Melati 1, RT.1/RW.3, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450, Indonesia",Jakarta
